x,y,z,label
37,-265,114,circulo
7,-205,63,circulo
-44,-200,107,circulo
-65,-220,76,circulo
-40,-234,83,circulo
3,-247,101,circulo
55,-258,68,circulo
42,-246,92,circulo
29,-229,99,circulo
-60,-229,108,circulo
-70,-221,108,circulo
-47,-237,100,circulo
28,-202,95,circulo
58,-224,89,circulo
72,-242,76,circulo
36,-224,107,circulo
53,-229,124,circulo
-26,-226,97,circulo
-59,-212,111,circulo
-49,-271,74,circulo
-13,-316,87,circulo
68,-265,83,circulo
54,-250,84,circulo
42,-251,72,circulo
-14,-209,120,circulo
-61,-252,89,circulo
-35,-240,43,circulo
9,-287,79,circulo
46,-235,69,circulo
43,-243,79,circulo
16,-236,77,circulo
-43,-228,104,circulo
-51,-186,119,circulo
79,-241,65,circulo
81,-225,76,circulo
96,-257,53,circulo
-41,-207,76,circulo
-35,-261,83,circulo
74,-165,109,circulo
77,-238,73,circulo
70,-215,74,circulo
10,-237,84,circulo
-64,-232,59,circulo
-35,-290,94,circulo
42,-219,71,circulo
41,-336,43,circulo
65,-332,144,circulo
-66,-328,150,circulo
25,-120,168,circulo
13,-320,18,circulo
63,-298,107,circulo
-39,-222,2,circulo
-81,-138,229,circulo
-63,-278,9,circulo
2,-243,148,circulo
-54,-244,142,circulo
40,-221,109,circulo
22,-222,35,circulo
-69,-290,136,circulo
34,-161,67,circulo
-16,-275,133,circulo
-19,-219,112,circulo
-2,-227,128,circulo
100,-273,-21,circulo
-27,-274,145,circulo
-91,-127,204,circulo
-17,-247,74,circulo
80,-277,31,circulo
-39,-196,118,circulo
-25,-268,182,circulo
-8,-315,22,circulo
55,-301,161,circulo
-60,-263,217,circulo
50,-249,42,circulo
71,-289,15,circulo
-59,-203,94,circulo
-169,-198,179,circulo
45,-271,66,circulo
82,-254,-45,circulo
-52,-249,170,circulo
-82,-226,187,circulo
45,-280,29,circulo
115,-301,114,circulo
-55,-285,99,circulo
-103,-343,187,circulo
-9,-324,55,circulo
90,-254,-34,circulo
-50,-262,149,circulo
-70,-180,208,circulo
3,-221,60,circulo
56,-239,40,circulo
-50,-237,57,circulo
3,-141,97,circulo
25,-296,15,circulo
-26,-224,160,circulo
-63,-246,118,circulo
29,-238,73,circulo
89,-309,7,circulo
-10,-210,148,circulo
-3,-241,60,circulo
69,-125,113,circulo
42,-266,90,circulo
63,-250,37,circulo
-48,-195,80,circulo
-77,-271,144,circulo
100,-170,51,circulo
41,-254,53,circulo
45,-254,120,circulo
-36,-260,104,circulo
-60,-254,95,circulo
-43,-310,103,circulo
52,-249,85,circulo
64,-219,94,circulo
42,-225,64,circulo
-27,-265,124,circulo
-48,-246,134,circulo
65,-88,110,circulo
44,-256,46,circulo
32,-245,43,circulo
-65,-208,52,circulo
3,-168,6,circulo
6,-256,105,circulo
45,-235,124,circulo
73,-238,95,circulo
18,-251,79,circulo
-45,-235,78,circulo
-67,-212,102,circulo
-68,-201,164,circulo
-4,-305,92,circulo
52,-263,74,circulo
6,-219,56,circulo
-30,-202,47,circulo
-30,-313,112,circulo
18,-191,141,circulo
28,-228,48,circulo
34,-214,72,circulo
45,-269,137,circulo
-48,-256,103,circulo
-105,-178,219,circulo
-21,-208,100,circulo
10,-305,47,circulo
55,-273,110,circulo
-38,-178,117,circulo
-81,-243,141,circulo
37,-215,113,circulo
7,-246,34,circulo
65,-257,54,circulo
-19,-247,117,circulo
-58,-174,112,circulo
27,-209,127,circulo
56,-235,18,circulo
13,-250,34,circulo
-7,-216,93,circulo
7,-260,165,circulo
-67,-200,171,circulo
12,-214,109,circulo
40,-242,38,circulo
65,-237,48,circulo
-23,-236,116,circulo
-74,-222,50,circulo
9,-14,156,circulo
19,-269,29,circulo
24,-243,41,circulo
-15,-261,198,circulo
-35,-233,105,circulo
37,-179,123,circulo
22,-321,67,circulo
85,-279,150,circulo
-29,-223,136,circulo
-53,-161,151,circulo
46,-254,93,circulo
24,-273,39,circulo
10,-280,156,circulo
-43,-223,78,circulo
18,-126,128,circulo
12,-257,55,circulo
55,-266,77,circulo
-33,-236,114,circulo
-60,-186,102,circulo
30,-324,81,circulo
11,-219,55,circulo
5,-240,64,circulo
-30,-203,106,circulo
-11,-225,167,circulo
-25,-237,74,circulo
24,-266,19,circulo
32,-284,174,circulo
-49,-258,120,circulo
-44,-221,127,circulo
4,-304,88,circulo
17,-246,66,circulo
-8,-273,94,circulo
-69,-309,204,circulo
5,-186,88,circulo
-26,-200,60,circulo
-25,-223,86,circulo
-67,-196,67,circulo
-75,-159,89,circulo
7,-272,116,circulo
-19,-242,43,circulo
42,-297,87,circulo
-42,-226,85,circulo
-62,-161,163,circulo
5,-252,86,circulo
0,-253,82,circulo
-28,-222,79,circulo
-77,-243,112,circulo
-91,-225,160,circulo
3,-279,86,circulo
5,-262,46,circulo
-2,-248,115,circulo
-66,-183,127,circulo
-211,-209,131,circulo
-53,-173,193,circulo
-32,-235,-19,circulo
-50,-165,14,circulo
-57,-221,150,circulo
-39,-156,147,circulo
-50,-218,54,circulo
49,-287,52,circulo
-39,-320,200,circulo
-112,-281,172,circulo
-17,-223,77,circulo
39,-295,29,circulo
-33,-242,147,circulo
-118,-230,100,circulo
-22,-202,116,circulo
44,-293,58,circulo
-10,-255,46,circulo
-78,-197,106,circulo
1,-213,103,circulo
-5,-328,58,circulo
-15,-253,46,circulo
-31,-256,87,circulo
-33,-205,133,circulo
-12,-268,70,circulo
-34,-244,68,circulo
-86,-281,133,circulo
-98,-197,156,circulo
-13,-213,76,circulo
21,-265,79,circulo
-31,-221,101,circulo
-83,-181,87,circulo
-58,-232,150,circulo
30,-258,61,circulo
15,-205,24,circulo
-63,-221,110,circulo
-7,-211,46,circulo
31,-203,51,circulo
34,-245,39,circulo
49,-252,59,circulo
-54,-237,97,circulo
-65,-201,135,circulo
6,-262,89,circulo
11,-274,36,circulo
-8,-239,95,circulo
-66,-263,108,circulo
10,-179,165,circulo
12,-229,42,circulo
3,-225,45,circulo
-61,-217,61,circulo
-22,-128,189,circulo
13,-257,97,circulo
35,-251,113,circulo
35,-230,43,circulo
21,-174,152,circulo
23,-174,189,circulo
59,-173,166,circulo
53,-304,75,circulo
-30,-177,173,circulo
-71,-191,228,circulo
30,-201,170,circulo
81,-250,6,circulo
23,-236,187,circulo
-53,-223,184,circulo
54,-272,133,circulo
73,-227,114,circulo
53,-226,146,circulo
-30,-221,131,circulo
5,-135,165,circulo
52,-277,67,circulo
31,-195,141,circulo
-43,-274,160,circulo
22,-135,174,circulo
27,-264,112,circulo
29,-145,85,circulo
-37,-286,62,circulo
13,-198,199,circulo
-31,-249,110,circulo
-13,-165,133,circulo
-24,-316,70,circulo
34,-271,133,circulo
66,-295,28,circulo
-7,-231,212,circulo
-133,-159,220,circulo
-12,-291,100,circulo
60,-327,-1,circulo
-73,-210,139,circulo
-113,-201,193,circulo
-10,-215,81,circulo
47,-291,6,circulo
-58,-223,87,circulo
-83,-270,85,circulo
-2,-205,102,circulo
-22,-230,27,circulo
2,-207,93,circulo
-31,-215,54,circulo
29,-291,136,circulo
24,-312,17,circulo
13,-171,130,circulo
-100,-187,172,circulo
21,-241,62,circulo
66,-324,-25,circulo
-6,-200,204,circulo
-51,-43,295,circulo
27,-298,40,circulo
65,-327,36,circulo
-47,-197,100,circulo
-75,-208,179,circulo
7,-226,72,circulo
31,-273,-8,circulo
-40,-223,134,circulo
-36,-217,168,circulo
26,-189,65,circulo
63,-311,1,circulo
-62,-208,128,circulo
-123,-100,221,circulo
-12,-260,53,circulo
47,-233,-40,circulo
-77,-173,167,circulo
-130,-56,117,circulo
15,-302,119,circulo
30,-259,43,circulo
-22,-238,84,circulo
-86,-330,79,circulo
-26,-166,200,circulo
3,-288,64,circulo
31,-153,56,circulo
13,-288,94,circulo
-30,-277,194,circulo
7,-176,54,circulo
56,-285,89,circulo
-71,-269,167,circulo
-146,-168,191,circulo
19,-183,84,circulo
88,-277,75,circulo
-51,-217,142,circulo
-135,-292,117,circulo
-6,-158,147,circulo
-32,-273,68,circulo
23,-201,47,circulo
-47,-268,77,circulo
-55,-338,128,circulo
19,-277,73,circulo
46,-216,13,circulo
-78,-246,108,circulo
-111,-199,211,circulo
39,-287,54,circulo
76,-279,59,circulo
-75,-237,117,circulo
-26,-228,26,circulo
55,-201,125,circulo
25,-301,19,circulo
68,-291,114,circulo
-104,-211,127,circulo
-151,-104,171,circulo
-5,-191,163,circulo
31,-232,22,circulo
62,-242,28,circulo
-40,-255,157,circulo
-32,-180,76,circulo
55,-208,112,circulo
45,-237,23,circulo
85,-298,51,circulo
-76,-219,106,circulo
-97,-184,106,circulo
20,-293,69,circulo
70,-193,13,circulo
62,-295,31,circulo
-92,-243,170,circulo
-74,-150,72,circulo
24,-98,113,circulo
36,-310,24,circulo
35,-239,28,circulo
-69,-203,74,circulo
-148,-204,208,circulo
6,-259,60,circulo
64,-231,102,circulo
-27,-179,22,circulo
-46,-259,114,circulo
-47,-141,106,circulo
14,-258,109,circulo
73,-225,100,circulo
54,-222,60,circulo
5,-254,82,circulo
-55,-208,84,circulo
-78,-218,98,circulo
-76,-209,119,circulo
-84,-266,104,circulo
49,-276,106,circulo
37,-190,106,circulo
19,-232,96,circulo
-10,-196,44,circulo
-100,-245,107,circulo
-150,-184,174,circulo
11,-96,140,circulo
44,-320,61,circulo
7,-258,104,circulo
-24,-220,55,circulo
-89,-192,87,circulo
-55,-271,42,circulo
-98,-212,151,circulo
26,-241,57,circulo
29,-219,88,circulo
-34,-161,46,circulo
-114,-230,64,circulo
-161,-180,79,circulo
-140,-172,151,circulo
-27,-221,93,circulo
20,-277,83,circulo
32,-233,162,circulo
-103,-201,85,circulo
-103,-230,40,circulo
-90,-228,105,circulo
17,-201,64,circulo
21,-167,27,circulo
24,-197,15,circulo
-112,-205,122,circulo
-68,-204,9,circulo
-89,-315,109,circulo
-14,-282,89,circulo
27,-281,58,circulo
-51,-216,84,circulo
-120,-227,93,circulo
-123,-194,40,circulo
