x,y,z,label
-72,-239,17,repouso
-71,-245,18,repouso
-70,-243,10,repouso
-70,-241,18,repouso
-77,-245,22,repouso
-70,-242,13,repouso
-66,-229,14,repouso
-78,-240,-3,repouso
-92,-253,29,repouso
-80,-243,4,repouso
-48,-229,39,repouso
-65,-241,26,repouso
-57,-245,46,repouso
-38,-238,24,repouso
-59,-238,30,repouso
-59,-241,42,repouso
-49,-251,39,repouso
-63,-251,34,repouso
-56,-245,35,repouso
-59,-234,42,repouso
-61,-238,27,repouso
-71,-251,34,repouso
-58,-241,36,repouso
-75,-247,22,repouso
-58,-235,28,repouso
-69,-244,25,repouso
-72,-239,22,repouso
-61,-248,24,repouso
-66,-248,22,repouso
-60,-237,22,repouso
-68,-250,31,repouso
-66,-231,16,repouso
-69,-238,17,repouso
-61,-241,19,repouso
-67,-243,11,repouso
-64,-245,18,repouso
-64,-251,20,repouso
-60,-239,19,repouso
-71,-244,20,repouso
-62,-241,27,repouso
-82,-262,20,repouso
-63,-234,26,repouso
-61,-250,22,repouso
-70,-238,18,repouso
-49,-237,20,repouso
-54,-249,18,repouso
-54,-234,5,repouso
-52,-245,12,repouso
-64,-246,7,repouso
-61,-242,8,repouso
-65,-242,15,repouso
-67,-239,11,repouso
-93,-246,16,repouso
-78,-233,14,repouso
-70,-234,12,repouso
-70,-243,9,repouso
-73,-240,8,repouso
-70,-236,6,repouso
-74,-244,12,repouso
-68,-242,12,repouso
-64,-245,7,repouso
-66,-242,14,repouso
-63,-251,11,repouso
-63,-246,9,repouso
-65,-239,14,repouso
-56,-247,22,repouso
-62,-249,20,repouso
-76,-249,8,repouso
-72,-232,21,repouso
-76,-239,10,repouso
-63,-248,17,repouso
-58,-247,32,repouso
-78,-249,23,repouso
-74,-234,29,repouso
-75,-245,31,repouso
-83,-223,26,repouso
-76,-238,28,repouso
-79,-241,24,repouso
-78,-244,27,repouso
-71,-246,28,repouso
-83,-243,25,repouso
-79,-230,30,repouso
-87,-236,25,repouso
-79,-233,28,repouso
-86,-234,28,repouso
-85,-237,35,repouso
-76,-237,31,repouso
-79,-232,29,repouso
-64,-240,31,repouso
-81,-250,23,repouso
-72,-241,32,repouso
-73,-234,29,repouso
-69,-241,33,repouso
-65,-238,34,repouso
-74,-240,28,repouso
-71,-232,37,repouso
-83,-243,31,repouso
-73,-226,28,repouso
-81,-242,37,repouso
-79,-241,22,repouso
-64,-232,41,repouso
-76,-238,46,repouso
-69,-230,43,repouso
-89,-243,39,repouso
-91,-244,40,repouso
-71,-207,43,repouso
-80,-249,36,repouso
-91,-246,37,repouso
-61,-234,39,repouso
-94,-246,37,repouso
-63,-242,38,repouso
-82,-235,39,repouso
-67,-239,47,repouso
-77,-231,48,repouso
-58,-235,51,repouso
-66,-244,46,repouso
-55,-239,42,repouso
-59,-248,47,repouso
-52,-244,46,repouso
-55,-242,48,repouso
-57,-246,48,repouso
-56,-245,47,repouso
-56,-238,49,repouso
-50,-241,52,repouso
-59,-240,45,repouso
-69,-241,40,repouso
-60,-239,37,repouso
-67,-243,40,repouso
-72,-246,43,repouso
-78,-244,45,repouso
-57,-235,44,repouso
-58,-230,45,repouso
-62,-230,39,repouso
-57,-238,42,repouso
-62,-252,37,repouso
-48,-249,40,repouso
-57,-250,38,repouso
-69,-253,40,repouso
-63,-229,31,repouso
-64,-233,36,repouso
-90,-258,43,repouso
-87,-224,39,repouso
-84,-222,37,repouso
-96,-229,36,repouso
-96,-227,41,repouso
-100,-226,37,repouso
-88,-226,38,repouso
-99,-238,31,repouso
-92,-240,30,repouso
-86,-234,36,repouso
-49,-227,43,repouso
-103,-255,29,repouso
-39,-233,44,repouso
-64,-238,36,repouso
-61,-234,31,repouso
-72,-246,37,repouso
-58,-249,35,repouso
-65,-244,35,repouso
-68,-231,30,repouso
-77,-250,23,repouso
-65,-231,37,repouso
-78,-245,33,repouso
-70,-239,30,repouso
-63,-239,37,repouso
-66,-247,28,repouso
-63,-239,31,repouso
-66,-237,40,repouso
-69,-238,33,repouso
-65,-238,36,repouso
-64,-245,33,repouso
-63,-242,37,repouso
-70,-239,39,repouso
-75,-242,36,repouso
-72,-235,38,repouso
-72,-239,40,repouso
-75,-231,39,repouso
-78,-241,37,repouso
-75,-237,39,repouso
-77,-230,39,repouso
-71,-240,38,repouso
-79,-239,35,repouso
-70,-227,36,repouso
-78,-242,41,repouso
-79,-240,42,repouso
-77,-246,45,repouso
-75,-244,39,repouso
-77,-233,39,repouso
-75,-230,42,repouso
-70,-237,40,repouso
-70,-244,44,repouso
-69,-238,41,repouso
-75,-240,39,repouso
-73,-234,41,repouso
-71,-238,45,repouso
-70,-241,42,repouso
-69,-238,39,repouso
-71,-238,40,repouso
-65,-238,41,repouso
-69,-237,43,repouso
-73,-237,44,repouso
-70,-239,46,repouso
-73,-234,42,repouso
-77,-239,45,repouso
-70,-242,47,repouso
-70,-238,43,repouso
-81,-239,45,repouso
-76,-237,44,repouso
-76,-229,45,repouso
-82,-232,46,repouso
-79,-234,41,repouso
-83,-239,42,repouso
-80,-231,43,repouso
-100,-227,38,repouso
-80,-221,42,repouso
-116,-229,40,repouso
-71,-228,48,repouso
-105,-250,38,repouso
-96,-223,42,repouso
-95,-246,34,repouso
-96,-222,39,repouso
-81,-208,48,repouso
-98,-239,40,repouso
-92,-227,40,repouso
-91,-223,45,repouso
-86,-232,52,repouso
-97,-235,41,repouso
-82,-221,36,repouso
-95,-238,48,repouso
-116,-220,46,repouso
-111,-209,37,repouso
-115,-227,51,repouso
-109,-219,42,repouso
-117,-224,42,repouso
-105,-218,43,repouso
-116,-218,40,repouso
-110,-218,40,repouso
-120,-223,32,repouso
-120,-220,29,repouso
-110,-221,40,repouso
-117,-217,32,repouso
-120,-219,32,repouso
-115,-218,41,repouso
-121,-219,34,repouso
-118,-218,34,repouso
-116,-219,35,repouso
-120,-221,36,repouso
-120,-216,33,repouso
-122,-218,35,repouso
-114,-211,33,repouso
-123,-218,28,repouso
-117,-219,37,repouso
-112,-219,36,repouso
-121,-218,28,repouso
-112,-214,33,repouso
-122,-219,29,repouso
-119,-218,30,repouso
-115,-220,36,repouso
-109,-221,36,repouso
-121,-223,34,repouso
-119,-222,27,repouso
-108,-220,32,repouso
-117,-215,31,repouso
-108,-218,37,repouso
-121,-222,25,repouso
-121,-224,24,repouso
-112,-213,29,repouso
-121,-227,28,repouso
-113,-214,28,repouso
-123,-217,22,repouso
-122,-217,21,repouso
-122,-212,16,repouso
-125,-221,18,repouso
-113,-219,19,repouso
-120,-218,21,repouso
-117,-225,25,repouso
-117,-219,22,repouso
-123,-213,23,repouso
-123,-211,22,repouso
-117,-221,21,repouso
-119,-218,24,repouso
-126,-216,21,repouso
-131,-220,21,repouso
-115,-222,19,repouso
-121,-219,19,repouso
-120,-212,28,repouso
-128,-216,32,repouso
-120,-219,22,repouso
-118,-219,30,repouso
-122,-219,26,repouso
-121,-224,23,repouso
-128,-220,23,repouso
-118,-208,26,repouso
-134,-214,19,repouso
-120,-219,30,repouso
-118,-218,27,repouso
-122,-213,25,repouso
-138,-220,25,repouso
-119,-225,20,repouso
-117,-208,28,repouso
-128,-226,30,repouso
-122,-219,21,repouso
-121,-206,27,repouso
-122,-206,31,repouso
-104,-248,18,repouso
-100,-211,25,repouso
-127,-217,21,repouso
-111,-212,38,repouso
-125,-229,23,repouso
-106,-217,27,repouso
-131,-227,20,repouso
-112,-209,19,repouso
-131,-212,16,repouso
-114,-221,26,repouso
-116,-229,22,repouso
-117,-218,15,repouso
-117,-230,25,repouso
-109,-221,21,repouso
-120,-216,23,repouso
-119,-218,20,repouso
-128,-221,20,repouso
-124,-200,22,repouso
-118,-207,32,repouso
-120,-224,28,repouso
-121,-222,25,repouso
-123,-206,14,repouso
-116,-210,12,repouso
-116,-236,21,repouso
-109,-229,18,repouso
-118,-226,15,repouso
-117,-225,19,repouso
-116,-223,16,repouso
-119,-211,16,repouso
-122,-221,15,repouso
-117,-219,14,repouso
-126,-216,12,repouso
-122,-215,17,repouso
-115,-220,15,repouso
-125,-214,12,repouso
-126,-207,5,repouso
-124,-220,12,repouso
-115,-221,19,repouso
-124,-217,19,repouso
-119,-216,14,repouso
-121,-215,20,repouso
-128,-214,12,repouso
-122,-215,15,repouso
-123,-215,12,repouso
-122,-214,14,repouso
-123,-220,16,repouso
-123,-216,16,repouso
-120,-216,14,repouso
-124,-215,14,repouso
-128,-219,10,repouso
-121,-217,14,repouso
-126,-215,13,repouso
-120,-212,14,repouso
-125,-221,16,repouso
-119,-215,16,repouso
-124,-220,14,repouso
-127,-215,12,repouso
-119,-219,16,repouso
-112,-225,19,repouso
-151,-235,1,repouso
-120,-204,28,repouso
-138,-221,16,repouso
-141,-195,13,repouso
-121,-186,20,repouso
-120,-212,14,repouso
-136,-213,7,repouso
-128,-206,11,repouso
-137,-222,13,repouso
-123,-219,21,repouso
-124,-222,11,repouso
-123,-214,24,repouso
-123,-233,26,repouso
-117,-222,16,repouso
-119,-216,21,repouso
-128,-230,19,repouso
-117,-214,13,repouso
-126,-219,18,repouso
-127,-210,17,repouso
-127,-219,14,repouso
-119,-212,16,repouso
-109,-216,20,repouso
-126,-224,14,repouso
-125,-207,19,repouso
-123,-216,20,repouso
-126,-222,19,repouso
-124,-210,23,repouso
-134,-207,19,repouso
-130,-207,20,repouso
-128,-212,18,repouso
-131,-215,12,repouso
-123,-214,19,repouso
-124,-219,21,repouso
-124,-213,15,repouso
-130,-221,16,repouso
-120,-212,21,repouso
-127,-219,15,repouso
-123,-215,17,repouso
-125,-219,16,repouso
-124,-215,19,repouso
-123,-214,17,repouso
-122,-216,18,repouso
-123,-213,17,repouso
-127,-215,14,repouso
-123,-218,18,repouso
-121,-217,19,repouso
-127,-218,16,repouso
-123,-216,20,repouso
-123,-216,18,repouso
-122,-213,16,repouso
-130,-213,13,repouso
-128,-213,17,repouso
-128,-216,14,repouso
-124,-214,18,repouso
-129,-212,16,repouso
-127,-218,21,repouso
-123,-213,19,repouso
-127,-219,17,repouso
-123,-212,17,repouso
-129,-216,17,repouso
-123,-217,14,repouso
-126,-215,14,repouso
-124,-212,16,repouso
-125,-217,17,repouso
-122,-216,16,repouso
-124,-217,15,repouso
-121,-216,16,repouso
-126,-222,17,repouso
-125,-217,16,repouso
-124,-209,16,repouso
-128,-218,15,repouso
-122,-217,15,repouso
-124,-217,15,repouso
-122,-217,17,repouso
-123,-222,24,repouso
-127,-229,30,repouso
-105,-222,17,repouso
-132,-230,12,repouso
-131,-222,32,repouso
-67,-195,57,repouso
-147,-223,10,repouso
-109,-212,24,repouso
-92,-229,28,repouso
-73,-236,49,repouso
-51,-240,33,repouso
-86,-265,16,repouso
-56,-262,14,repouso
-72,-252,-28,repouso
-36,-246,-9,repouso
-34,-249,-20,repouso
-2,-243,-27,repouso
40,-286,-7,repouso
6,-267,-63,repouso
58,-244,-40,repouso
41,-236,-51,repouso
58,-241,-47,repouso
89,-244,-17,repouso
75,-216,-6,repouso
53,-209,-23,repouso
43,-191,-51,repouso
57,-233,-41,repouso
47,-255,29,repouso
29,-245,-8,repouso
6,-263,0,repouso
20,-263,35,repouso
-6,-252,1,repouso
-24,-230,28,repouso
-19,-259,-17,repouso
-19,-262,13,repouso
15,-255,26,repouso
-59,-283,-28,repouso
-10,-253,12,repouso
32,-246,0,repouso
-38,-255,12,repouso
2,-237,24,repouso
16,-266,8,repouso
-41,-242,25,repouso
39,-243,2,repouso
-52,-266,3,repouso
23,-234,-2,repouso
-28,-269,-2,repouso
-13,-259,-8,repouso
-4,-253,-13,repouso
-15,-266,-15,repouso
-22,-266,-9,repouso
-26,-254,0,repouso
-29,-242,0,repouso
-41,-235,1,repouso
-54,-243,-4,repouso
-47,-251,-5,repouso
-49,-248,-4,repouso
-53,-246,-10,repouso
-42,-243,-5,repouso
-59,-252,-13,repouso
-52,-250,-6,repouso
-71,-249,-15,repouso
-63,-240,-5,repouso
-79,-232,-13,repouso
-80,-232,-9,repouso
-87,-242,-8,repouso
-90,-233,-24,repouso
-91,-223,-12,repouso
-106,-224,-25,repouso
-103,-225,-22,repouso
-117,-232,-33,repouso
-101,-224,-17,repouso
-103,-222,-33,repouso
-102,-231,-21,repouso
-101,-223,-29,repouso
-112,-227,-30,repouso
-106,-226,-34,repouso
-102,-225,-34,repouso
-100,-227,-25,repouso
-107,-222,-37,repouso
-112,-227,-33,repouso
-108,-219,-32,repouso
-112,-219,-33,repouso
-110,-220,-35,repouso
-105,-223,-25,repouso
-111,-225,-34,repouso
-102,-225,-34,repouso
-103,-225,-35,repouso
-102,-224,-35,repouso
-107,-224,-30,repouso
-107,-227,-36,repouso
-101,-224,-22,repouso
-105,-222,-35,repouso
-111,-232,-24,repouso
-91,-224,-30,repouso
-105,-230,-29,repouso
-108,-224,-28,repouso
-102,-217,-23,repouso
-106,-222,-24,repouso
-97,-228,-26,repouso
-98,-232,-27,repouso
-98,-228,-25,repouso
-97,-228,-29,repouso
-96,-229,-23,repouso
-85,-220,-24,repouso
-103,-230,-27,repouso
-88,-228,-25,repouso
-102,-230,-35,repouso
-85,-233,-28,repouso
-96,-234,-33,repouso
-92,-229,-36,repouso
-87,-225,-31,repouso
-93,-229,-32,repouso
-94,-236,-30,repouso
-91,-228,-34,repouso
-92,-234,-32,repouso
-84,-232,-30,repouso
-86,-231,-26,repouso
-93,-230,-36,repouso
-90,-232,-27,repouso
-85,-225,-26,repouso
-87,-237,-28,repouso
-86,-235,-27,repouso
-84,-232,-31,repouso
-86,-231,-34,repouso
-87,-234,-35,repouso
-80,-230,-32,repouso
-86,-233,-32,repouso
-82,-231,-36,repouso
-80,-234,-36,repouso
-85,-236,-33,repouso
-78,-231,-33,repouso
-75,-236,-31,repouso
-69,-238,-32,repouso
-65,-233,-31,repouso
-82,-242,-36,repouso
-76,-234,-37,repouso
-71,-236,-31,repouso
-70,-241,-36,repouso
-71,-239,-36,repouso
-71,-236,-37,repouso
-68,-242,-32,repouso
-65,-231,-34,repouso
-69,-236,-32,repouso
-62,-239,-32,repouso
-60,-238,-28,repouso
-60,-241,-38,repouso
-59,-247,-35,repouso
-57,-250,-32,repouso
-53,-242,-34,repouso
-55,-243,-31,repouso
-54,-240,-32,repouso
-53,-247,-30,repouso
-51,-244,-32,repouso
-48,-245,-31,repouso
-54,-242,-27,repouso
-55,-243,-30,repouso
-53,-245,-28,repouso
-50,-244,-26,repouso
-51,-246,-31,repouso
-54,-247,-28,repouso
-46,-241,-31,repouso
-51,-244,-32,repouso
-52,-248,-30,repouso
-48,-244,-29,repouso
-55,-246,-33,repouso
-45,-241,-30,repouso
-50,-245,-33,repouso
-47,-245,-30,repouso
-47,-245,-32,repouso
-48,-247,-30,repouso
-49,-245,-30,repouso
-50,-247,-30,repouso
-43,-241,-27,repouso
-48,-245,-29,repouso
-48,-246,-33,repouso
-44,-248,-29,repouso
-45,-245,-29,repouso
-42,-245,-27,repouso
-46,-247,-32,repouso
-46,-247,-32,repouso
-46,-241,-31,repouso
-45,-243,-30,repouso
-50,-247,-30,repouso
-43,-244,-29,repouso
-42,-246,-30,repouso
-46,-247,-31,repouso
-40,-243,-30,repouso
-49,-244,-32,repouso
-48,-241,-33,repouso
-45,-250,-33,repouso
-45,-243,-34,repouso
-45,-246,-30,repouso
-43,-245,-34,repouso
-47,-247,-32,repouso
-42,-242,-33,repouso
-45,-248,-30,repouso
-42,-242,-30,repouso
-49,-247,-33,repouso
-42,-246,-31,repouso
-48,-247,-32,repouso
-42,-245,-30,repouso
-44,-242,-29,repouso
-47,-244,-29,repouso
-44,-243,-33,repouso
-44,-246,-30,repouso
-45,-244,-33,repouso
-42,-246,-31,repouso
-45,-245,-31,repouso
-42,-246,-31,repouso
-44,-246,-34,repouso
-45,-245,-35,repouso
-38,-253,-35,repouso
-16,-241,-20,repouso
-44,-245,-31,repouso
-40,-248,-33,repouso
-45,-248,-28,repouso
-43,-245,-27,repouso
-46,-245,-30,repouso
-42,-244,-32,repouso
-43,-246,-28,repouso
-45,-243,-33,repouso
-41,-247,-29,repouso
-43,-245,-31,repouso
-43,-249,-33,repouso
-40,-248,-32,repouso
-45,-244,-34,repouso
-44,-242,-32,repouso
-47,-245,-31,repouso
-43,-244,-31,repouso
-45,-245,-32,repouso
-41,-247,-31,repouso
-41,-247,-32,repouso
-43,-242,-29,repouso
-43,-246,-28,repouso
-39,-247,-29,repouso
-46,-245,-29,repouso
-42,-248,-27,repouso
-44,-245,-31,repouso
-41,-245,-31,repouso
-47,-243,-31,repouso
-46,-246,-31,repouso
-44,-242,-33,repouso
-44,-244,-29,repouso
-43,-246,-28,repouso
-42,-246,-30,repouso
-41,-249,-28,repouso
-40,-247,-29,repouso
-42,-246,-27,repouso
-41,-245,-31,repouso
-43,-249,-29,repouso
-42,-246,-29,repouso
-42,-244,-31,repouso
-40,-247,-30,repouso
-43,-249,-30,repouso
-38,-243,-25,repouso
-39,-246,-31,repouso
-42,-246,-31,repouso
-39,-248,-26,repouso
-42,-246,-27,repouso
-41,-244,-29,repouso
-44,-243,-28,repouso
-38,-247,-29,repouso
-39,-246,-30,repouso
-37,-247,-30,repouso
-38,-250,-27,repouso
-44,-242,-31,repouso
-41,-247,-34,repouso
-38,-242,-28,repouso
-36,-249,-24,repouso
-38,-248,-31,repouso
-41,-248,-29,repouso
-39,-248,-29,repouso
-39,-245,-30,repouso
-39,-246,-29,repouso
-40,-246,-29,repouso
-39,-242,-31,repouso
-38,-248,-33,repouso
-38,-247,-29,repouso
-38,-249,-28,repouso
-38,-245,-31,repouso
-40,-248,-29,repouso
-38,-249,-29,repouso
-37,-244,-26,repouso
-38,-249,-26,repouso
-34,-249,-25,repouso
-39,-246,-25,repouso
-36,-249,-19,repouso
-37,-245,-24,repouso
-39,-250,-16,repouso
-47,-254,-13,repouso
-39,-249,-16,repouso
-40,-247,-8,repouso
-51,-247,12,repouso
-49,-246,0,repouso
-55,-243,6,repouso
-54,-249,21,repouso
-61,-244,14,repouso
-56,-245,21,repouso
-61,-243,19,repouso
-58,-246,17,repouso
-59,-241,22,repouso
-67,-247,41,repouso
-47,-242,14,repouso
-67,-239,37,repouso
-69,-241,31,repouso
-68,-241,31,repouso
-69,-239,27,repouso
-68,-244,33,repouso
-75,-235,26,repouso
-73,-238,30,repouso
-85,-237,31,repouso
-73,-240,34,repouso
-72,-241,33,repouso
-76,-240,25,repouso
-80,-236,31,repouso
-67,-238,43,repouso
-79,-245,46,repouso
-80,-231,27,repouso
-72,-237,45,repouso
-71,-236,43,repouso
-70,-232,42,repouso
-68,-236,49,repouso
-72,-236,40,repouso
-71,-239,46,repouso
-68,-237,44,repouso
-68,-241,42,repouso
-67,-241,43,repouso
-68,-236,43,repouso
-72,-239,45,repouso
-67,-233,43,repouso
-69,-241,48,repouso
-73,-236,48,repouso
-74,-238,48,repouso
-80,-241,52,repouso
-66,-233,47,repouso
-85,-233,53,repouso
-74,-229,51,repouso
-83,-232,57,repouso
-87,-232,55,repouso
-80,-228,54,repouso
-86,-232,58,repouso
-90,-231,53,repouso
-87,-230,60,repouso
-85,-227,59,repouso
-88,-230,58,repouso
-85,-229,59,repouso
-90,-228,61,repouso
-84,-230,63,repouso
-94,-225,60,repouso
-89,-226,60,repouso
-88,-224,58,repouso
-86,-228,61,repouso
-90,-228,61,repouso
-86,-228,64,repouso
-84,-231,60,repouso
-88,-231,64,repouso
-83,-226,62,repouso
-89,-233,63,repouso
-81,-226,59,repouso
-85,-231,65,repouso
-87,-227,58,repouso
-88,-230,62,repouso
-82,-226,58,repouso
-86,-231,64,repouso
-81,-235,62,repouso
-84,-230,60,repouso
-83,-232,58,repouso
-83,-229,63,repouso
-82,-232,60,repouso
-79,-231,60,repouso
-82,-227,62,repouso
-81,-232,61,repouso
-80,-232,59,repouso
-78,-232,64,repouso
-82,-232,61,repouso
-82,-231,60,repouso
-77,-231,60,repouso
-77,-233,61,repouso
-82,-231,58,repouso
-80,-228,61,repouso
-85,-228,58,repouso
-81,-230,59,repouso
-83,-230,58,repouso
-79,-231,61,repouso
-79,-234,60,repouso
-80,-232,61,repouso
-78,-234,63,repouso
-78,-229,57,repouso
-82,-234,61,repouso
-76,-235,60,repouso
-80,-231,60,repouso
-79,-232,55,repouso
-84,-237,61,repouso
-72,-237,60,repouso
-81,-235,61,repouso
-78,-230,60,repouso
-81,-230,62,repouso
-74,-228,62,repouso
-81,-229,61,repouso
-76,-230,61,repouso
-91,-239,77,repouso
-71,-230,69,repouso
-73,-230,75,repouso
-69,-228,77,repouso
-64,-229,77,repouso
-65,-234,84,repouso
-58,-227,83,repouso
-56,-235,86,repouso
-52,-231,88,repouso
-57,-228,91,repouso
-57,-228,89,repouso
-56,-228,88,repouso
-52,-230,92,repouso
-50,-232,95,repouso
-52,-233,89,repouso
-52,-231,92,repouso
-51,-233,89,repouso
-53,-231,93,repouso
-53,-229,93,repouso
-55,-229,93,repouso
-48,-234,93,repouso
-53,-229,93,repouso
-50,-232,96,repouso
-53,-232,89,repouso
-48,-230,93,repouso
-50,-228,93,repouso
-49,-231,90,repouso
-52,-230,92,repouso
-52,-233,95,repouso
-56,-228,90,repouso
-47,-231,93,repouso
-56,-228,95,repouso
-52,-230,90,repouso
-47,-229,92,repouso
-54,-233,95,repouso
-51,-231,92,repouso
-51,-230,92,repouso
-53,-234,95,repouso
-42,-234,89,repouso
-55,-245,99,repouso
-49,-211,87,repouso
-60,-223,106,repouso
-62,-211,83,repouso
-61,-241,104,repouso
-81,-231,82,repouso
-56,-224,101,repouso
-89,-229,109,repouso
-89,-214,105,repouso
-49,-194,95,repouso
-108,-203,130,repouso
-114,-185,115,repouso
-99,-188,125,repouso
-93,-185,125,repouso
-113,-196,120,repouso
-130,-214,120,repouso
-119,-195,115,repouso
-135,-178,121,repouso
-139,-182,125,repouso
-141,-166,119,repouso
-153,-158,117,repouso
-133,-142,113,repouso
-158,-159,116,repouso
-161,-151,108,repouso
-149,-166,113,repouso
-193,-169,101,repouso
-127,-167,105,repouso
-168,-181,104,repouso
-146,-180,109,repouso
-133,-182,107,repouso
-150,-190,134,repouso
-109,-172,133,repouso
-147,-172,112,repouso
-132,-162,145,repouso
-132,-159,132,repouso
-109,-143,136,repouso
-130,-173,143,repouso
-136,-178,149,repouso
-89,-177,160,repouso
-138,-161,137,repouso
-99,-158,153,repouso
-94,-169,169,repouso
-112,-163,154,repouso
-84,-150,174,repouso
-119,-164,168,repouso
-89,-154,165,repouso
-89,-171,188,repouso
-103,-153,152,repouso
-87,-155,188,repouso
-95,-146,163,repouso
-117,-150,178,repouso
-102,-156,166,repouso
-118,-160,171,repouso
-99,-149,159,repouso
-109,-154,170,repouso
-106,-171,182,repouso
-106,-161,159,repouso
-99,-163,175,repouso
-111,-164,167,repouso
-103,-157,159,repouso
-119,-153,165,repouso
-114,-168,177,repouso
-111,-153,162,repouso
-106,-155,164,repouso
-103,-154,158,repouso
-100,-168,168,repouso
-111,-171,171,repouso
-109,-159,165,repouso
-116,-155,159,repouso
-109,-145,156,repouso
-118,-161,163,repouso
-106,-159,158,repouso
-113,-172,163,repouso
-115,-154,161,repouso
-118,-154,162,repouso
-118,-155,152,repouso
-117,-163,156,repouso
-117,-161,167,repouso
-115,-153,157,repouso
-121,-158,161,repouso
-123,-168,161,repouso
-119,-155,153,repouso
-111,-151,154,repouso
-118,-140,142,repouso
-103,-185,198,repouso
-123,-153,129,repouso
-119,-159,149,repouso
-113,-172,164,repouso
-115,-164,156,repouso
-115,-158,157,repouso
-121,-159,156,repouso
-125,-152,151,repouso
-121,-162,155,repouso
-112,-169,153,repouso
-113,-164,149,repouso
-123,-165,157,repouso
-115,-155,155,repouso
-120,-158,157,repouso
-120,-170,158,repouso
-117,-163,144,repouso
-119,-168,158,repouso
-120,-160,157,repouso
-116,-158,155,repouso
-117,-161,156,repouso
-118,-167,160,repouso
-117,-165,155,repouso
-114,-162,156,repouso
-130,-155,156,repouso
-122,-141,165,repouso
-118,-151,155,repouso
-127,-163,163,repouso
-115,-147,163,repouso
-111,-136,164,repouso
-128,-145,166,repouso
-127,-145,166,repouso
-126,-142,167,repouso
-126,-145,155,repouso
-108,-155,172,repouso
-116,-156,172,repouso
-110,-145,166,repouso
-115,-144,163,repouso
-116,-154,170,repouso
